Entity,Year,Public expenditure on health %GDP (OWID extrapolated series),Public expenditure on health %GDP - (Lindert (1994)),Public expenditure on health %GDP - (OECD (1993)),Public expenditure on health %GDP (OECDstat (2016)),Public expenditure on health %GDP (WHO (2017))
Samoa,2005,3.5879326,,,,3.5879326
Samoa,2006,3.92556654,,,,3.92556654
Samoa,2007,4.50978288,,,,4.50978288
Samoa,2008,3.8248453,,,,3.8248453
Samoa,2009,4.34103143,,,,4.34103143
Samoa,2010,4.9852244,,,,4.9852244
Samoa,2011,5.10168264,,,,5.10168264
Samoa,2012,4.33764124,,,,4.33764124
Samoa,2013,6.21666746,,,,6.21666746
Samoa,2014,6.53686898,,,,6.53686898
San Marino,1995,4.56393918,,,,4.56393918
San Marino,1996,4.38378711,,,,4.38378711
San Marino,1997,4.31244333,,,,4.31244333
San Marino,1998,4.24836916,,,,4.24836916
San Marino,1999,4.30067991,,,,4.30067991
San Marino,2000,4.38539988,,,,4.38539988
San Marino,2001,4.29680944,,,,4.29680944
San Marino,2002,4.26944922,,,,4.26944922
San Marino,2003,3.90726845,,,,3.90726845
San Marino,2004,3.83237744,,,,3.83237744
San Marino,2005,3.74974845,,,,3.74974845
San Marino,2006,3.52237298,,,,3.52237298
San Marino,2007,3.54154425,,,,3.54154425
San Marino,2008,3.61626388,,,,3.61626388
San Marino,2009,4.20406279,,,,4.20406279
San Marino,2010,4.64745042,,,,4.64745042
San Marino,2011,5.32235759,,,,5.32235759
San Marino,2012,5.86594834,,,,5.86594834
San Marino,2013,5.65607224,,,,5.65607224
San Marino,2014,5.73605882,,,,5.73605882
Sao Tome and Principe,1995,2.80507935,,,,2.80507963
Sao Tome and Principe,1996,1.96681077,,,,1.96681096
Sao Tome and Principe,1997,2.93818437,,,,2.93818466
Sao Tome and Principe,1998,2.90923635,,,,2.90923663
Sao Tome and Principe,1999,3.85629965,,,,3.85630003
Sao Tome and Principe,2000,3.82397586,,,,3.82397623
Sao Tome and Principe,2001,3.79203831,,,,3.79203859
Sao Tome and Principe,2002,3.8456143,,,,3.84561624
Sao Tome and Principe,2003,6.03861594,,,,6.1332348
Sao Tome and Principe,2004,5.13836158,,,,5.27613964
Sao Tome and Principe,2005,5.29330423,,,,5.23401464
Sao Tome and Principe,2006,2.54103778,,,,2.60982648
Sao Tome and Principe,2007,2.13790765,,,,2.21264707
Sao Tome and Principe,2008,1.59207622,,,,1.63597461
Sao Tome and Principe,2009,2.50735286,,,,2.77601169
Sao Tome and Principe,2010,2.53733116,,,,2.66989302
Sao Tome and Principe,2011,2.60531259,,,,2.78199589
Sao Tome and Principe,2012,2.48230437,,,,2.60373985
Sao Tome and Principe,2013,3.58681709,,,,3.85776187
Sao Tome and Principe,2014,3.61225473,,,,
Saudi Arabia,1995,1.54319461,,,,1.54319461
Saudi Arabia,1996,1.61727188,,,,1.61727188
Saudi Arabia,1997,1.75270471,,,,1.75270471
Saudi Arabia,1998,1.94586004,,,,1.94586004
Saudi Arabia,1999,2.80339628,,,,2.80339628
Saudi Arabia,2000,3.05183447,,,,3.05183447
Saudi Arabia,2001,3.25646885,,,,3.25646885
Saudi Arabia,2002,3.09008987,,,,3.09008987
Saudi Arabia,2003,2.89642297,,,,2.89642297
Saudi Arabia,2004,2.56182861,,,,2.56182861
Saudi Arabia,2005,2.4783645,,,,2.4783645
Saudi Arabia,2006,2.64139125,,,,2.64139125
Saudi Arabia,2007,2.50739775,,,,2.50739775
Saudi Arabia,2008,1.88940521,,,,1.88940521
Saudi Arabia,2009,2.78823706,,,,2.78823706
Saudi Arabia,2010,2.26520011,,,,2.26520011
Saudi Arabia,2011,2.49588716,,,,2.49588716
Saudi Arabia,2012,2.75228269,,,,2.75228269
Saudi Arabia,2013,3.10036956,,,,3.10036956
Saudi Arabia,2014,3.49078974,,,,3.49078974
Senegal,1995,1.27985383,,,,1.27985383
Senegal,1996,1.48401433,,,,1.48401433
Senegal,1997,1.28425999,,,,1.28425999
Senegal,1998,1.31116858,,,,1.31116858
Senegal,1999,1.74100122,,,,1.74100122
Senegal,2000,1.89554163,,,,1.89554163
Senegal,2001,2.13524027,,,,2.13524027
Senegal,2002,1.95048094,,,,1.95048094
Senegal,2003,2.09132832,,,,2.09132832
Senegal,2004,2.11925709,,,,2.11925709
Senegal,2005,2.98243742,,,,2.98243742
Senegal,2006,3.14990161,,,,3.14990161
Senegal,2007,2.33251243,,,,2.33251243
Senegal,2008,2.52752637,,,,2.52752637
Senegal,2009,2.48626365,,,,2.48626365
Senegal,2010,2.36854781,,,,2.36854781
Senegal,2011,2.2798394,,,,2.2798394
Senegal,2012,2.17986622,,,,2.17986622
Senegal,2013,2.23831542,,,,2.23831542
Senegal,2014,2.41795607,,,,2.41795607
Serbia,1995,4.2678168,,,,4.2678168
Serbia,1996,4.2678168,,,,4.2678168
Serbia,1997,4.2678168,,,,4.2678168
Serbia,1998,4.2678168,,,,4.2678168
Serbia,1999,4.2678168,,,,4.2678168
Serbia,2000,4.2678168,,,,4.2678168
Serbia,2001,4.60045504,,,,4.60045504
Serbia,2002,5.83758311,,,,5.83758311
Serbia,2003,5.7669486,,,,5.7669486
Serbia,2004,5.67261108,,,,5.67261108
Serbia,2005,5.742701,,,,5.742701
Serbia,2006,5.66490431,,,,5.66490431
Serbia,2007,6.14662179,,,,6.14662179
Serbia,2008,6.22821197,,,,6.22821197
Serbia,2009,6.12657588,,,,6.12657588
Serbia,2010,6.24199165,,,,6.24199165
Serbia,2011,6.03968291,,,,6.03968291
Serbia,2012,6.04971324,,,,6.04971324
Serbia,2013,5.98436231,,,,5.98436231
Serbia,2014,6.4165056,,,,6.4165056
Seychelles,1995,4.22296599,,,,4.22296599
Seychelles,1996,4.45164387,,,,4.45164387
Seychelles,1997,4.82046932,,,,4.82046932
Seychelles,1998,4.18579952,,,,4.18579952
Seychelles,1999,4.23639696,,,,4.23639696
Seychelles,2000,3.78561466,,,,3.78561466
Seychelles,2001,3.75867651,,,,3.75867651
Seychelles,2002,3.63645877,,,,3.63645877
Seychelles,2003,4.14556713,,,,4.14556713
Seychelles,2004,3.81261054,,,,3.81261054
Seychelles,2005,3.62012942,,,,3.62012942
Seychelles,2006,3.45791099,,,,3.45791099
Seychelles,2007,3.0607288,,,,3.0607288
Seychelles,2008,2.40511835,,,,2.40511835
Seychelles,2009,2.41307816,,,,2.41307816
Seychelles,2010,3.20885975,,,,3.20885975
Seychelles,2011,3.19877168,,,,3.19877168
Seychelles,2012,3.79789254,,,,3.79789254
Seychelles,2013,3.33569945,,,,3.33569945
Seychelles,2014,3.10724273,,,,3.10724273
Sierra Leone,1995,2.38838809,,,,2.38838809
Sierra Leone,1996,2.16342825,,,,2.16342825
Sierra Leone,1997,2.51316377,,,,2.51316377
Sierra Leone,1998,2.04714945,,,,2.04714945
Sierra Leone,1999,3.06462457,,,,3.06462457
Sierra Leone,2000,3.49413205,,,,3.49413205
Sierra Leone,2001,2.8241415,,,,2.8241415
Sierra Leone,2002,2.96491602,,,,2.96491602
Sierra Leone,2003,2.78426117,,,,2.78426117
Sierra Leone,2004,2.68391726,,,,2.68391726
Sierra Leone,2005,2.6761741,,,,2.6761741
Sierra Leone,2006,1.96169533,,,,1.96169533
Sierra Leone,2007,1.64537592,,,,1.64537592
Sierra Leone,2008,1.7879205,,,,1.7879205
Sierra Leone,2009,2.20751732,,,,2.20751732
Sierra Leone,2010,2.39694063,,,,2.39694063
Sierra Leone,2011,2.6469335,,,,2.6469335
Sierra Leone,2012,1.98087849,,,,1.98087849
Sierra Leone,2013,1.69465548,,,,1.69465548
Sierra Leone,2014,1.88380186,,,,1.88380186
Singapore,1995,1.45615091,,,,1.45615091
Singapore,1996,1.39190313,,,,1.39190313
Singapore,1997,1.34477287,,,,1.34477287
Singapore,1998,1.66411043,,,,1.66411043
Singapore,1999,1.4782906,,,,1.4782906
Singapore,2000,1.21778499,,,,1.21778499
Singapore,2001,0.88703977,,,,0.88703977
Singapore,2002,1.05896677,,,,1.05896677
Singapore,2003,1.34616145,,,,1.34616145
Singapore,2004,1.03025616,,,,1.03025616
Singapore,2005,1.00375812,,,,1.00375812
Singapore,2006,1.00109055,,,,1.00109055
Singapore,2007,0.95538986,,,,0.95538986
Singapore,2008,1.20049011,,,,1.20049011
Singapore,2009,1.52659742,,,,1.52659742
Singapore,2010,1.37142862,,,,1.37142862
Singapore,2011,1.34647904,,,,1.34647904
Singapore,2012,1.50107774,,,,1.50107774
Singapore,2013,1.73592066,,,,1.73592066
Singapore,2014,2.05468332,,,,2.05468332
Slovakia,1995,5.36766913,,,,5.36766913
Slovakia,1996,5.70826017,,,,5.70826017
Slovakia,1997,5.30283986,,,5.1838,5.30283986
Slovakia,1998,5.17937177,,,5.0838,5.17937177
Slovakia,1999,5.1579026,,,4.9529,5.1579026
Slovakia,2000,4.91524228,,,4.7368,4.91524228
Slovakia,2001,4.91484953,,,4.7577,4.91484953
Slovakia,2002,5.01370674,,,4.909,5.01370674
Slovakia,2003,5.13887521,,,4.7918,5.13887521
Slovakia,2004,5.31974208,,,5.0269,5.31974208
Slovakia,2005,5.24105836,,,4.9836,5.24105836
Slovakia,2006,5.02021578,,,4.8161,5.02021578
Slovakia,2007,5.18430196,,,4.9959,5.18430196
Slovakia,2008,5.43530005,,,5.2631,5.43530005
Slovakia,2009,6.01203451,,,5.8659,6.01203451
Slovakia,2010,5.79713037,,,5.6254,5.79713037
Slovakia,2011,5.64390453,,,5.4875,5.64390453
Slovakia,2012,5.67922105,,,5.5309,5.67922105
Slovakia,2013,5.7880822,,,5.6114,5.7880822
Slovakia,2014,5.8395992,,,5.581,5.8395992
Slovakia,2015,,,,5.6334,
Slovenia,1995,5.79290901,,,5.7021,5.79290901
Slovenia,1996,5.81902649,,,5.7301,5.81902649
Slovenia,1997,5.81914385,,,5.7267,5.81914385
Slovenia,1998,5.89793252,,,5.7975,5.89793252
Slovenia,1999,5.90041484,,,5.8016,5.90041484
Slovenia,2000,6.11633281,,,6.0075,6.11633281
Slovenia,2001,6.28050219,,,6.1671,6.28050219
Slovenia,2002,6.32476385,,,5.8664,6.32476385
Slovenia,2003,6.31412089,,,5.8858,6.31412089
Slovenia,2004,6.22190453,,,5.8204,6.22190453
Slovenia,2005,6.21273331,,,5.8533,6.21273331
Slovenia,2006,6.12238299,,,5.7051,6.12238299
Slovenia,2007,5.77392957,,,5.3602,5.77392957
Slovenia,2008,6.29126392,,,5.7736,6.29126392
Slovenia,2009,6.92463368,,,6.2562,6.92463368
Slovenia,2010,6.72862594,,,6.2778,6.72862594
Slovenia,2011,6.67355048,,,6.2613,6.67355048
Slovenia,2012,6.80388719,,,6.2685,6.80388719
Slovenia,2013,6.66826043,,,6.2191,6.66826043
Slovenia,2014,6.62382179,,,6.0706,6.62382179
Slovenia,2015,,,,6.0373,
Solomon Islands,1995,3.01351764,,,,3.01351764
Solomon Islands,1996,2.7842826,,,,2.7842826
Solomon Islands,1997,3.04704155,,,,3.04704155
Solomon Islands,1998,3.27721463,,,,3.27721463
Solomon Islands,1999,3.54479211,,,,3.54479211
Solomon Islands,2000,4.29952127,,,,4.29952127
Solomon Islands,2001,6.1623372,,,,6.1623372
Solomon Islands,2002,5.8209578,,,,5.8209578
Solomon Islands,2003,5.53796597,,,,5.53796597
Solomon Islands,2004,5.18093746,,,,5.18093746
Solomon Islands,2005,7.3705586,,,,7.3705586
Solomon Islands,2006,6.20550744,,,,6.20550744
Solomon Islands,2007,5.95416561,,,,5.95416561
Solomon Islands,2008,5.5227321,,,,5.5227321
Solomon Islands,2009,7.45379024,,,,7.45379024
Solomon Islands,2010,7.02289513,,,,7.02289513
Solomon Islands,2011,4.69625037,,,,4.69625037
Solomon Islands,2012,5.09469496,,,,5.09469496
Solomon Islands,2013,4.99069527,,,,4.99069527
Solomon Islands,2014,4.64048232,,,,4.64048232
South Africa,1995,3.42774044,,,,3.42774044
South Africa,1996,3.84062047,,,,3.84062047
South Africa,1997,3.75499383,,,,3.75499383
South Africa,1998,3.58441715,,,,3.58441715
South Africa,1999,3.41837645,,,,3.41837645
South Africa,2000,3.29083908,,,,3.29083908
South Africa,2001,3.33080341,,,,3.33080341
South Africa,2002,3.23191745,,,,3.23191745
South Africa,2003,3.33799479,,,,3.33799479
South Africa,2004,3.21808613,,,,3.21808613
South Africa,2005,3.31589857,,,,3.31589857
South Africa,2006,3.36093291,,,,3.36093291
South Africa,2007,3.39852724,,,,3.39852724
South Africa,2008,3.5953455,,,,3.5953455
South Africa,2009,3.94739833,,,,3.94739833
South Africa,2010,3.99005389,,,,3.99005389
South Africa,2011,4.13408349,,,,4.13408349
South Africa,2012,4.27629351,,,,4.27629351
South Africa,2013,4.20476091,,,,4.20476091
South Africa,2014,4.24326873,,,,4.24326873
South Korea,1970,0.23415592,,,0.2468,
South Korea,1971,0.283491852,,,0.2988,
South Korea,1972,0.216603714,,,0.2283,
South Korea,1973,0.190322843,,,0.2006,
South Korea,1974,0.171916745,,,0.1812,
South Korea,1975,0.242125571,,,0.2552,
South Korea,1976,0.211670121,,,0.2231,
South Korea,1977,0.277799244,,,0.2928,
South Korea,1978,0.303415978,,,0.3198,
South Korea,1979,0.528084219,,,0.5566,
South Korea,1980,0.66641458,,,0.7024,
South Korea,1981,0.682923142,,,0.7198,
South Korea,1982,0.815466019,,,0.8595,
South Korea,1983,0.911101824,,,0.9603,
South Korea,1984,0.957686329,,,1.0094,
South Korea,1985,1.028179784,,,1.0837,
South Korea,1986,0.927610386,,,0.9777,
South Korea,1987,0.934536392,,,0.985,
South Korea,1988,1.058540357,,,1.1157,
South Korea,1989,1.234631682,,,1.3013,
South Korea,1990,1.404271384,,,1.4801,
South Korea,1991,1.261861321,,,1.33,
South Korea,1992,1.325333894,,,1.3969,
South Korea,1993,1.354935453,,,1.4281,
South Korea,1994,1.320210547,,,1.3915,
South Korea,1995,1.37837002,,,1.4528,1.37837002
South Korea,1996,1.56710623,,,1.6299,1.56710623
South Korea,1997,1.66138457,,,1.7291,1.66138457
South Korea,1998,1.89696008,,,1.9663,1.89696008
South Korea,1999,2.0360782,,,2.0643,2.0360782
South Korea,2000,2.06942784,,,2.1605,2.06942784
South Korea,2001,2.62878772,,,2.6795,2.62878772
South Korea,2002,2.49619795,,,2.5402,2.49619795
South Korea,2003,2.56792445,,,2.6475,2.56792445
South Korea,2004,2.60473856,,,2.6799,2.60473856
South Korea,2005,2.81846273,,,2.8774,2.81846273
South Korea,2006,3.14560441,,,3.1822,3.14560441
South Korea,2007,3.27931791,,,3.2956,3.27931791
South Korea,2008,3.36436957,,,3.3713,3.36436957
South Korea,2009,3.75614176,,,3.7235,3.75614176
South Korea,2010,3.85513333,,,3.7857,3.85513333
South Korea,2011,3.82134521,,,3.7789,3.82134521
South Korea,2012,3.85169163,,,3.7743,3.85169163
South Korea,2013,3.90987849,,,3.8568,3.90987849
South Korea,2014,3.98524804,,,3.9953,3.98524804
South Korea,2015,,,,4.0108,
South Sudan,2012,0.91707714,,,,0.91707714
South Sudan,2013,0.92180148,,,,0.92180148
South Sudan,2014,1.1369163,,,,1.1369163
Spain,1960,0.777581405,,0.88,,
Spain,1961,0.754380282,,0.85,,
Spain,1962,0.857425487,,0.97,,
Spain,1963,0.845431343,,0.96,,
Spain,1964,0.973635958,,1.10,,
Spain,1965,1.144596483,,1.29,,
Spain,1966,1.269055102,,1.43,,
Spain,1967,1.615880106,,1.83,,
Spain,1968,1.680144211,,1.90,,
Spain,1969,1.890029583,,2.14,,
Spain,1970,2.129484677,,2.41,2.0121,
Spain,1971,2.409521278,,2.68,2.2767,
Spain,1972,2.685747858,,2.96,2.5377,
Spain,1973,2.982188719,,3.24,2.8178,
Spain,1974,3.068020043,,3.34,2.8989,
Spain,1975,3.409757831,,3.75,3.2218,
Spain,1976,3.617615686,,3.90,3.4182,
Spain,1977,3.928132462,,4.20,3.7116,
Spain,1978,4.135566981,,4.35,3.9076,
Spain,1979,4.113871024,,4.33,3.8871,
Spain,1980,4.20351237,,4.46,3.9718,
Spain,1981,4.250608472,,4.54,4.0163,
Spain,1982,4.36205161,,4.68,4.1216,
Spain,1983,4.814068361,,5.08,4.5487,
Spain,1984,4.476352263,,4.74,4.2296,
Spain,1985,4.296963737,,4.59,4.0601,
Spain,1986,4.213037424,,4.44,3.9808,
Spain,1987,4.264578552,,4.47,4.0295,
Spain,1988,4.719558654,,4.92,4.4594,
Spain,1989,4.746228806,,5.06,4.4846,
Spain,1990,5.060026434,,5.30,4.7811,
Spain,1991,5.130617671,,5.48,4.8478,
Spain,1992,5.437536093,,,5.1378,
Spain,1993,5.623168821,,,5.3132,
Spain,1994,5.510244009,,,5.2065,
Spain,1995,5.37350656,,,5.0773,5.37350656
Spain,1996,5.40027012,,,5.103,5.40027012
Spain,1997,5.3145116,,,5.0205,5.3145116
Spain,1998,5.28440591,,,4.9737,5.28440591
Spain,1999,5.26970801,,,4.9673,5.26970801
Spain,2000,5.16745964,,,4.8638,5.16745964
Spain,2001,5.15573849,,,4.818,5.15573849
Spain,2002,5.1689361,,,4.8328,5.1689361
Spain,2003,5.72787555,,,5.3702,5.72787555
Spain,2004,5.79793601,,,5.454,5.79793601
Spain,2005,5.8758031,,,5.5171,5.8758031
Spain,2006,6.00532064,,,5.6201,6.00532064
Spain,2007,6.09879015,,,5.6992,6.09879015
Spain,2008,6.51285614,,,6.1037,6.51285614
Spain,2009,7.20975996,,,6.7669,7.20975996
Spain,2010,7.17324211,,,6.7383,7.17324211
Spain,2011,7.00106113,,,6.7062,7.00106113
Spain,2012,6.7346152,,,6.5372,6.7346152
Spain,2013,6.50261021,,,6.3726,6.50261021
Spain,2014,6.3999919,,,6.3367,6.3999919
Spain,2015,,,,6.29,
Sri Lanka,1995,1.61537171,,,,1.61537171
Sri Lanka,1996,1.61145017,,,,1.61145017
Sri Lanka,1997,1.52076947,,,,1.52076947
Sri Lanka,1998,1.8780219,,,,1.8780219
Sri Lanka,1999,1.74671147,,,,1.74671147
Sri Lanka,2000,1.84632163,,,,1.84632163
Sri Lanka,2001,1.7582097,,,,1.7582097
Sri Lanka,2002,1.68333601,,,,1.68333601
Sri Lanka,2003,1.67761519,,,,1.67761519
Sri Lanka,2004,2.00550879,,,,2.00550879
Sri Lanka,2005,1.85010327,,,,1.85010327
Sri Lanka,2006,1.95005921,,,,1.95005921
Sri Lanka,2007,1.82597645,,,,1.82597645
Sri Lanka,2008,1.58152413,,,,1.58152413
Sri Lanka,2009,1.53517067,,,,1.53517067
Sri Lanka,2010,1.55380394,,,,1.55380394
Sri Lanka,2011,1.38092651,,,,1.38092651
Sri Lanka,2012,1.21959941,,,,1.21959941
Sri Lanka,2013,2.10256415,,,,2.10256415
Sri Lanka,2014,1.96395333,,,,1.96395333
Sudan,1995,0.78582211,,,,0.78582211
Sudan,1996,1.11324463,,,,1.11324463
Sudan,1997,0.89135114,,,,0.89135114
Sudan,1998,0.94742306,,,,0.94742306
Sudan,1999,0.7634364,,,,0.7634364
Sudan,2000,0.88739896,,,,0.88739896
Sudan,2001,0.75511584,,,,0.75511584
Sudan,2002,0.78327798,,,,0.78327798
Sudan,2003,0.88321553,,,,0.88321553
Sudan,2004,1.08072276,,,,1.08072276
Sudan,2005,1.091364,,,,1.091364
Sudan,2006,1.27056271,,,,1.27056271
Sudan,2007,1.5118424,,,,1.5118424
Sudan,2008,2.63095551,,,,2.63095551
Sudan,2009,2.35673487,,,,2.35673487
Sudan,2010,2.69846891,,,,2.69846891
Sudan,2011,2.55734351,,,,2.55734351
Sudan,2012,1.87179556,,,,1.87179556
Sudan,2013,1.85979376,,,,1.85979376
Sudan,2014,1.80236186,,,,1.80236186
Suriname,1995,4.47188524,,,,4.47188524
Suriname,1996,3.14505988,,,,3.14505988
Suriname,1997,5.65122338,,,,5.65122338
Suriname,1998,7.11566776,,,,7.11566776
Suriname,1999,5.19650466,,,,5.19650466
Suriname,2000,5.61756267,,,,5.61756267
Suriname,2001,4.18437863,,,,4.18437863
Suriname,2002,3.55135356,,,,3.55135356
Suriname,2003,3.35714487,,,,3.35714487
Suriname,2004,3.32716452,,,,3.32716452
Suriname,2005,3.46938776,,,,3.46938776
Suriname,2006,3.17779314,,,,3.17779314
Suriname,2007,2.9772981,,,,2.9772981
Suriname,2008,2.7096789,,,,2.7096789
Suriname,2009,3.196518,,,,3.196518
Suriname,2010,2.93035867,,,,2.93035867
Suriname,2011,2.92140552,,,,2.92140552
Suriname,2012,3.21586169,,,,3.21586169
Suriname,2013,3.20256205,,,,3.20256205
Suriname,2014,2.94062408,,,,2.94062408
Swaziland,1995,2.83207158,,,,2.83207158
Swaziland,1996,3.05791961,,,,3.05791961
Swaziland,1997,2.81207849,,,,2.81207849
Swaziland,1998,2.87910071,,,,2.87910071
Swaziland,1999,3.00306651,,,,3.00306651
Swaziland,2000,2.9584121,,,,2.9584121
Swaziland,2001,2.93365728,,,,2.93365728
Swaziland,2002,3.0504573,,,,3.0504573
Swaziland,2003,3.7192249,,,,3.7192249
Swaziland,2004,3.72247657,,,,3.72247657
Swaziland,2005,4.59198891,,,,4.59198891
Swaziland,2006,4.55922204,,,,4.55922204
Swaziland,2007,4.81731525,,,,4.81731525
Swaziland,2008,5.70029508,,,,5.70029508
Swaziland,2009,5.76859486,,,,5.76859486
Swaziland,2010,5.96526639,,,,5.96526639
Swaziland,2011,5.97112593,,,,5.97112593
Swaziland,2012,6.29539313,,,,6.29539313
Swaziland,2013,7.37420408,,,,7.37420408
Swaziland,2014,7.00490949,,,,7.00490949
Sweden,1880,0.12,0.12,,,
Sweden,1890,0.16,0.16,,,
Sweden,1900,0.19,0.19,,,
Sweden,1910,0.31,0.31,,,
Sweden,1920,0.25,0.25,,,
Sweden,1930,0.89,0.89,,,
Sweden,1960,2.778422007,,3.40,,
Sweden,1961,2.841767545,,3.48,,
Sweden,1962,2.912461389,,3.56,,
Sweden,1963,3.29313588,,4.03,,
Sweden,1964,3.411720324,,4.17,,
Sweden,1965,3.616318344,,4.43,,
Sweden,1966,3.995160102,,4.89,,
Sweden,1967,4.27594397,,5.23,,
Sweden,1968,4.703991873,,5.76,,
Sweden,1969,4.762052208,,5.83,,
Sweden,1970,5.03830062,,6.17,4.6119,
Sweden,1971,5.523132862,,6.54,5.0557,
Sweden,1972,5.621672448,,6.53,5.1459,
Sweden,1973,5.575024551,,6.36,5.1032,
Sweden,1974,6.092084262,,6.82,5.5765,
Sweden,1975,6.392400583,,7.16,5.8514,
Sweden,1976,6.671741737,,7.44,6.1071,
Sweden,1977,7.516866167,,8.33,6.8807,
Sweden,1978,7.580774879,,8.41,6.9392,
Sweden,1979,7.486823611,,8.29,6.8532,
Sweden,1980,7.874864197,,8.72,7.2084,
Sweden,1981,7.914192635,,8.77,7.2444,
Sweden,1982,7.975151713,,8.85,7.3002,
Sweden,1983,7.876830619,,8.75,7.2102,
Sweden,1984,7.692096207,,8.58,7.0411,
Sweden,1985,7.184868605,,7.97,6.5768,
Sweden,1986,6.965284827,,7.69,6.3758,
Sweden,1987,7.04678209,,7.72,6.4504,
Sweden,1988,6.931964901,,7.64,6.3453,
Sweden,1989,7.003520808,,7.66,6.4108,
Sweden,1990,6.307188968,,6.88,5.7734,
Sweden,1991,6.158833361,,6.73,5.6376,
Sweden,1992,7.170557423,,,6.5637,
Sweden,1993,7.416469405,,,6.7888,
Sweden,1994,7.025588432,,,6.431,
Sweden,1995,6.90126687,,,6.3172,6.90126687
Sweden,1996,7.1283581,,,6.5372,7.1283581
Sweden,1997,6.88822693,,,6.2881,6.88822693
Sweden,1998,6.96248044,,,6.3486,6.96248044
Sweden,1999,7.02754977,,,6.3658,7.02754977
Sweden,2000,6.94369809,,,6.3404,6.94369809
Sweden,2001,7.18824026,,,6.5758,7.18824026
Sweden,2002,7.51394442,,,6.8726,7.51394442
Sweden,2003,7.63485872,,,6.989,7.63485872
Sweden,2004,7.39519654,,,6.788,7.39519654
Sweden,2005,7.3541503,,,6.7672,7.3541503
Sweden,2006,7.25951611,,,6.6762,7.25951611
Sweden,2007,7.25478868,,,6.6087,7.25478868
Sweden,2008,7.52156464,,,6.8049,7.52156464
Sweden,2009,8.10054769,,,7.331,8.10054769
Sweden,2010,7.71831033,,,6.9489,7.71831033
Sweden,2011,9.91469179,,,8.9668,9.91469179
Sweden,2012,9.95552109,,,9.1424,9.95552109
Sweden,2013,10.05201523,,,9.2563,10.05201523
Sweden,2014,10.0246943,,,9.3228,10.0246943
Sweden,2015,,,,9.2654,
Switzerland,1880,0,0,,,
Switzerland,1890,0,0,,,
Switzerland,1900,0,0,,,
Switzerland,1920,0.08,0.08,,,
Switzerland,1930,0.26,0.26,,,
Switzerland,1960,1.374851856,,2.01,,
Switzerland,1961,1.433962201,,2.09,,
Switzerland,1962,1.484112569,,2.17,,
Switzerland,1963,1.523356774,,2.22,,
Switzerland,1964,1.531024058,,2.23,,
Switzerland,1965,1.575846191,,2.30,,
Switzerland,1966,1.99155599,,2.91,,
Switzerland,1967,2.093592225,,3.06,,
Switzerland,1968,2.188635308,,3.19,,
Switzerland,1969,2.230313356,,3.26,,
Switzerland,1970,2.266727573,,3.31,,
Switzerland,1971,2.43434811,,3.55,,
Switzerland,1972,2.506325915,,3.66,,
Switzerland,1973,2.623030447,,3.83,,
Switzerland,1974,2.815909665,,4.11,,
Switzerland,1975,3.305586531,,4.83,,
Switzerland,1976,3.370684923,,4.92,,
Switzerland,1977,3.36859332,,4.92,,
Switzerland,1978,3.309704311,,4.83,,
Switzerland,1979,3.323135116,,4.85,,
Switzerland,1980,3.359859085,,4.90,,
Switzerland,1981,3.415295772,,4.99,,
Switzerland,1982,3.498269648,,5.11,,
Switzerland,1983,3.658333467,,5.34,,
Switzerland,1984,3.626489568,,5.29,,
Switzerland,1985,3.58975076,,5.24,3.4029,
Switzerland,1986,3.657686917,,5.22,3.4673,
Switzerland,1987,3.752628752,,5.13,3.5573,
Switzerland,1988,3.813707999,,5.30,3.6152,
Switzerland,1989,3.957492132,,5.13,3.7515,
Switzerland,1990,3.95717566,,5.33,3.7512,
Switzerland,1991,4.318693067,,5.38,4.0939,
Switzerland,1992,4.607843698,,,4.368,
Switzerland,1993,4.698038441,,,4.4535,
Switzerland,1994,4.730318665,,,4.4841,
Switzerland,1995,4.99942602,,,4.7392,4.99942602
Switzerland,1996,5.29231057,,,5.0099,5.29231057
Switzerland,1997,5.31362517,,,5.0479,5.31362517
Switzerland,1998,5.38163981,,,5.0884,5.38163981
Switzerland,1999,5.51555988,,,5.2047,5.51555988
Switzerland,2000,5.49217584,,,5.1764,5.49217584
Switzerland,2001,5.8529463,,,5.5172,5.8529463
Switzerland,2002,6.12377944,,,5.8295,6.12377944
Switzerland,2003,6.37975145,,,6.0642,6.37975145
Switzerland,2004,6.40031136,,,6.0861,6.40031136
Switzerland,2005,6.45940567,,,6.0982,6.45940567
Switzerland,2006,6.14173785,,,5.7983,6.14173785
Switzerland,2007,6.03241843,,,5.6926,6.03241843
Switzerland,2008,6.70373863,,,6.3724,6.70373863
Switzerland,2009,7.20971487,,,6.8083,7.20971487
Switzerland,2010,7.09727006,,,6.7052,7.09727006
Switzerland,2011,7.20092736,,,6.814,7.20092736
Switzerland,2012,7.49878485,,,7.1131,7.49878485
Switzerland,2013,7.73380556,,,7.3578,7.73380556
Switzerland,2014,7.69511736,,,7.4294,7.69511736
Switzerland,2015,,,,7.8374,
Syria,1995,2.18923771,,,,2.18923771
Syria,1996,1.9540947,,,,1.9540947
Syria,1997,1.87776048,,,,1.87776048
Syria,1998,1.96092323,,,,1.96092323
Syria,1999,2.01442573,,,,2.01442573
Syria,2000,1.98977917,,,,1.98977917
Syria,2001,2.17305147,,,,2.17305147
Syria,2002,2.26224293,,,,2.26224293
Syria,2003,2.46833817,,,,2.46833817
